table_schema,table_name,table_kind,grain,ordinal_position,column_name,data_type,is_nullable,pk_ordinal,fk_target,unit,as_of_column,description,zero_null_rule,source_priority,transform_expression,implementation_status,deployment_status
raw,etf_kr_master,table,국내 ETF/ETN 상품,91,ref_fund_mgmt_co,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",refinitiv 운용사,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,92,ref_geo_focus,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",refinitiv 투자지역,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,93,ru_mkt_price,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",현재가,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,94,ru_mkt_volume,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",거래량,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,95,wu_core_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",핵심ETF여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,96,wu_inv_ast_type,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",투자자산군,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,97,wu_inv_rgn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,fn_base_dt,ref_base_dt",투자지역,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_kr_master,table,국내 ETF/ETN 상품,98,wu_upt_dt,text,True,,,공식 문서 미표기,wu_upt_dt,주간갱신일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,1,cu_base_index,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",기초지수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,2,cu_charge_rt,"numeric(18,6)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",연간보수율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,3,cu_etn_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",ETN 여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,4,cu_fund_mgmt_co,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",운용사,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,5,cu_index_repl_mthd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",인덱스 복제방법,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,6,cu_index_tracking_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",인덱스 추적 여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,7,cu_inverse_short_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",인버스 또는 숏 여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,8,cu_lev_fector,"numeric(18,6)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",배수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,9,cu_strtegy,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",운용전략,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,10,cu_upt_dt,text,True,,,공식 문서 미표기,cu_upt_dt,변동갱신일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,11,du_base_dt_match_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",NAV/종가 기준일 일치 여부,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,12,du_bpr,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",기준가,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,13,du_clpr,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",종가,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,14,du_clpr_base_dt,text,True,,,공식 문서 미표기,du_clpr_base_dt,선택된 종가의 원천 기준일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,15,du_clpr_src,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",선택된 종가 원천 컬럼,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,16,du_diff_rt,"numeric(28,6)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",종가 대비 추정 NAV 괴리율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,17,du_er_1d,"numeric(28,6)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",수익률_1D,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,18,du_hpr,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",고가,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,19,du_last_aum,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",일간 순자산총액,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,20,du_last_nav,"numeric(28,6)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",추정 주당 NAV,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,21,du_lpr,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",저가,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,22,du_nav_base_dt,text,True,,,공식 문서 미표기,du_nav_base_dt,NAV 원천 etf_reference 기준일,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,23,du_opr,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",시가,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,24,du_upt_dt,text,True,,,공식 문서 미표기,du_upt_dt,일간갱신일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,25,du_val_1d,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",외화거래대금,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,26,du_vol_1d,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",거래량,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,27,pd_abrv_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",상품약어명_티커,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,28,pd_curr_cd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",펀드통화코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,29,pd_exg_mkt_cd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",거래소코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,30,pd_grp_no,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",상품군종류,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,31,pd_isin_cd,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",ISIN 코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,32,pd_itm_no,text,False,1,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",해외 ETF RIC,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,33,pd_itm_no_ma,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",해외 ETF RIC_PDF 조인키,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,34,pd_lipper_id,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",Lipper 펀드코드,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,35,pd_lstg_dt,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",설정일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,36,pd_lst_price,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",액면가,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,37,pd_lst_stk_cnt,"numeric(28,2)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",상장주식수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,38,pd_mkt_id,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",거래소국가코드,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,39,pd_nm,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",상품명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,40,pd_sale_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",판매여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,41,pd_trd_ccy,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",거래통화코드,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,42,pd_tr_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",거래정지여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,43,pd_us_cik,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",미국 CIK,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,44,ru_mkt_price,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",실시간 현재가,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,45,ru_mkt_volume,"numeric(28,8)",True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",실시간 거래량,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,46,wu_core_yn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",핵심 ETF 여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,47,wu_inv_ast_type,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",투자자산군,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,48,wu_inv_rgn,text,True,,,공식 문서 미표기,"cu_upt_dt,du_upt_dt,wu_upt_dt,du_clpr_base_dt,du_nav_base_dt",투자지역,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,etf_gl_master,table,해외 ETF/ETN 상품,49,wu_upt_dt,text,True,,,공식 문서 미표기,wu_upt_dt,주간갱신일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),1,bmrk_eng_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",벤치마크영문명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),2,bmrk_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",벤치마크명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),3,bns_bpr,"numeric(38,15)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",매매기준가,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),4,curr_cd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",통화코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),5,exchdg_yn,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",환헤지여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),6,fd_daily_bas_dt,text,True,,,공식 문서 미표기,fd_daily_bas_dt,펀드데일리정보 기준일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),7,fd_estb_ctry_cd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드설립국가코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),8,fd_ivst_rgn_desc,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드투자지역구분코드 설명,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),9,fd_last_dstb_actg_bss_dt,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",최근 분배 회계기초일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),10,fd_last_dstb_actg_eot_dt,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",최근 분배 회계기말일자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),11,fd_last_dstb_r,"numeric(20,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",최근 분배율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),12,fd_mm18_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 18개월수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),13,fd_mm1_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 1개월수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),14,fd_mm3_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 3개월수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),15,fd_mm6_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 6개월수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),16,fd_nast_suma,"numeric(22,4)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 순자산,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),17,fd_price_bas_dt,text,True,,,공식 문서 미표기,fd_price_bas_dt,펀드 기준가/수익률 기준일자,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
