pd_no,pd_exg_mkt,info_seq,crd_grd_norm,crd_grd_rank,crd_grd_source,remaining_days,maturity_bucket,is_krw,has_sale_info,is_sellable,source
KR356103GF93,장내,1,AAA,1,crd_grd,766,1-3년,Y,N,Y,derived:PRBD01N001
KR356105GFA1,장내,1,AAA,1,crd_grd,794,1-3년,Y,N,Y,derived:PRBD01N001
KR3561067314,장내,1,AAA,1,crd_grd,2341,5-10년,Y,N,Y,derived:PRBD01N001
KR3561087221,장내,1,AAA,1,crd_grd,2002,5-10년,Y,N,Y,derived:PRBD01N001
KR356405GA77,장내,1,AAA,1,crd_grd,8729,10년이상,Y,N,Y,derived:PRBD01N001
KR356601GG32,장내,1,AA,3,crd_grd,570,1-3년,Y,N,Y,derived:PRBD01N001
KR380801GF98,장내,1,AAA,1,crd_grd,12,1년미만,Y,N,Y,derived:PRBD01N001
KR6019803F15,장내,1,AA-,4,crd_grd,140,1년미만,Y,N,Y,derived:PRBD01N001
KR6019805G61,장내,1,AA-,4,crd_grd,1033,1-3년,Y,N,Y,derived:PRBD01N001
KR6019806F46,장내,1,AA-,4,crd_grd,244,1년미만,Y,N,Y,derived:PRBD01N001
KR6019809G18,장내,1,AA-,4,crd_grd,522,1-3년,Y,N,Y,derived:PRBD01N001
KR601980AG61,장내,1,AA-,4,crd_grd,329,1년미만,Y,N,Y,derived:PRBD01N001
KR601980CG44,장내,1,AA-,4,crd_grd,983,1-3년,Y,N,Y,derived:PRBD01N001
KR601980KE12,장내,1,AA-,4,crd_grd,147,1년미만,Y,N,Y,derived:PRBD01N001
KR60209W6G65,장내,1,AAA,1,crd_grd,1044,1-3년,Y,N,Y,derived:PRBD01N001
KR60210W8G61,장내,1,AAA,1,crd_grd,188,1년미만,Y,N,Y,derived:PRBD01N001
KR60210WDG67,장내,1,AAA,1,crd_grd,338,1년미만,Y,N,Y,derived:PRBD01N001
KR60210WFG65,장내,1,AAA,1,crd_grd,400,1-3년,Y,N,Y,derived:PRBD01N001
KR380802GG62,장내,1,AAA,1,crd_grd,1016,1-3년,Y,N,Y,derived:PRBD01N001
KR380805GG10,장내,1,AAA,1,crd_grd,884,1-3년,Y,N,Y,derived:PRBD01N001
KR380807GEA5,장내,1,AAA,1,crd_grd,56,1년미만,Y,N,Y,derived:PRBD01N001
KR381004GF91,장내,1,AAA,1,crd_grd,40,1년미만,Y,N,Y,derived:PRBD01N001
KR381102GEA0,장내,1,AAA,1,crd_grd,422,1-3년,Y,N,Y,derived:PRBD01N001
KR381103GE84,장내,1,AAA,1,crd_grd,370,1-3년,Y,N,Y,derived:PRBD01N001
KR6000011785,장내,1,AAA,1,crd_grd,2178,5-10년,Y,N,Y,derived:PRBD01N001
KR6000011EB7,장내,1,AAA,1,crd_grd,75,1년미만,Y,N,Y,derived:PRBD01N001
KR6000013G69,장내,1,AAA,1,crd_grd,49,1년미만,Y,N,Y,derived:PRBD01N001
KR6000013G85,장내,1,AAA,1,crd_grd,446,1-3년,Y,N,Y,derived:PRBD01N001
KR6000017A38,장내,1,AAA,1,crd_grd,4960,10년이상,Y,N,Y,derived:PRBD01N001
KR6000019697,장내,1,AA,3,crd_grd,1865,5-10년,Y,N,Y,derived:PRBD01N001
KR60210WVG65,장내,1,AAA,1,crd_grd,735,1-3년,Y,N,Y,derived:PRBD01N001
KR60210WXG63,장내,1,AAA,1,crd_grd,857,1-3년,Y,N,Y,derived:PRBD01N001
KR6021962FA5,장내,1,AA-,4,crd_grd,801,1-3년,Y,N,Y,derived:PRBD01N001
KR6021962FB3,장내,1,AA-,4,crd_grd,112,1년미만,Y,N,Y,derived:PRBD01N001
KR6021962G41,장내,1,AA-,4,crd_grd,413,1-3년,Y,N,Y,derived:PRBD01N001
KR6021963F58,장내,1,AA-,4,crd_grd,626,1-3년,Y,N,Y,derived:PRBD01N001
KR6021965FB6,장내,1,AA-,4,crd_grd,125,1년미만,Y,N,Y,derived:PRBD01N001
KR6021967E71,장내,1,AA-,4,crd_grd,378,1-3년,Y,N,Y,derived:PRBD01N001
KR6021969F86,장내,1,AA-,4,crd_grd,735,1-3년,Y,N,Y,derived:PRBD01N001
KR602196BG43,장내,1,AA-,4,crd_grd,973,1-3년,Y,N,Y,derived:PRBD01N001
KR602196CFC7,장내,1,AA-,4,crd_grd,672,1-3년,Y,N,Y,derived:PRBD01N001
KR602196DE76,장내,1,AA-,4,crd_grd,123,1년미만,Y,N,Y,derived:PRBD01N001
KR6000019EC8,장내,1,AAA,1,crd_grd,299,1년미만,Y,N,Y,derived:PRBD01N001
KR600001AFA9,장내,1,AAA,1,crd_grd,70,1년미만,Y,N,Y,derived:PRBD01N001
KR6000031G67,장내,1,AAA,1,crd_grd,164,1년미만,Y,N,Y,derived:PRBD01N001
KR6000032930,장내,1,AA,3,crd_grd,940,1-3년,Y,N,Y,derived:PRBD01N001
KR6000032EB3,장내,1,AAA,1,crd_grd,1180,3-5년,Y,N,Y,derived:PRBD01N001
KR6000082F33,장내,1,A+,5,crd_grd,1294,3-5년,Y,N,Y,derived:PRBD01N001
KR60000WSEC2,장내,1,AAA,1,crd_grd,429,1-3년,Y,N,Y,derived:PRBD01N001
KR6000142E99,장내,1,A,6,crd_grd,385,1-3년,Y,N,Y,derived:PRBD01N001
KR6000883G33,장내,1,A+,5,crd_grd,927,1-3년,Y,N,Y,derived:PRBD01N001
KR6029883FB3,장내,1,AA+,2,crd_grd,1582,3-5년,Y,N,Y,derived:PRBD01N001
KR6029883G57,장내,1,AA+,2,crd_grd,770,1-3년,Y,N,Y,derived:PRBD01N001
KR6029884BB0,장내,1,AA+,2,crd_grd,77,1년미만,Y,N,Y,derived:PRBD01N001
KR602196DE92,장내,1,AA-,4,crd_grd,40,1년미만,Y,N,Y,derived:PRBD01N001
KR60220Z1G78,장내,1,AAA,1,crd_grd,1055,1-3년,Y,N,Y,derived:PRBD01N001
KR60222CGG72,장내,1,AAA,1,crd_grd,460,1-3년,Y,N,Y,derived:PRBD01N001
KR60222CJG79,장내,1,AAA,1,crd_grd,521,1-3년,Y,N,Y,derived:PRBD01N001
KR60222CQG70,장내,1,AAA,1,crd_grd,703,1-3년,Y,N,Y,derived:PRBD01N001
KR6023532F98,장내,1,AA-,4,crd_grd,760,1-3년,Y,N,Y,derived:PRBD01N001
KR6023533D73,장내,1,AA-,4,crd_grd,690,1-3년,Y,N,Y,derived:PRBD01N001
KR6023762G56,장내,1,A,6,crd_grd,630,1-3년,Y,N,Y,derived:PRBD01N001
KR6023765G79,장내,1,A,6,crd_grd,700,1-3년,Y,N,Y,derived:PRBD01N001
KR6023768D53,장내,1,A,6,crd_grd,280,1년미만,Y,N,Y,derived:PRBD01N001
KR6023769G67,장내,1,A,6,crd_grd,671,1-3년,Y,N,Y,derived:PRBD01N001
KR6023781F62,장내,1,AA-,4,crd_grd,292,1년미만,Y,N,Y,derived:PRBD01N001
KR6023786F34,장내,1,AA-,4,crd_grd,581,1-3년,Y,N,Y,derived:PRBD01N001
KR6023787D84,장내,1,AA-,4,crd_grd,712,1-3년,Y,N,Y,derived:PRBD01N001
KR6028821F55,장내,1,AAA,1,crd_grd,646,1-3년,Y,N,Y,derived:PRBD01N001
KR6029691E51,장내,1,A+,5,crd_grd,273,1년미만,Y,N,Y,derived:PRBD01N001
KR6029693B37,장내,1,A+,5,crd_grd,560,1-3년,Y,N,Y,derived:PRBD01N001
KR6029693FA8,장내,1,A+,5,crd_grd,1518,3-5년,Y,N,Y,derived:PRBD01N001
KR602969CE49,장내,1,A+,5,crd_grd,251,1년미만,Y,N,Y,derived:PRBD01N001
KR6029781G27,장내,1,AA+,2,crd_grd,231,1년미만,Y,N,Y,derived:PRBD01N001
KR6029781G68,장내,1,AA+,2,crd_grd,658,1-3년,Y,N,Y,derived:PRBD01N001
KR6029782EA2,장내,1,AA+,2,crd_grd,787,1-3년,Y,N,Y,derived:PRBD01N001
KR6029783D69,장내,1,AA+,2,crd_grd,383,1-3년,Y,N,Y,derived:PRBD01N001
KR6029785C27,장내,1,AA+,2,crd_grd,917,1-3년,Y,N,Y,derived:PRBD01N001
KR6029785G56,장내,1,AA+,2,crd_grd,298,1년미만,Y,N,Y,derived:PRBD01N001
KR6029787B59,장내,1,AA+,2,crd_grd,706,1-3년,Y,N,Y,derived:PRBD01N001
KR6029788E55,장내,1,AA+,2,crd_grd,609,1-3년,Y,N,Y,derived:PRBD01N001
KR6029789F46,장내,1,AA+,2,crd_grd,609,1-3년,Y,N,Y,derived:PRBD01N001
KR602978AG55,장내,1,AA+,2,crd_grd,1097,3-5년,Y,N,Y,derived:PRBD01N001
KR602978CF70,장내,1,AA+,2,crd_grd,887,1-3년,Y,N,Y,derived:PRBD01N001
KR602978DEC9,장내,1,AA+,2,crd_grd,483,1-3년,Y,N,Y,derived:PRBD01N001
KR6029881F50,장내,1,AA+,2,crd_grd,627,1-3년,Y,N,Y,derived:PRBD01N001
KR6029883CC8,장내,1,AA+,2,crd_grd,469,1-3년,Y,N,Y,derived:PRBD01N001
KR6029884G72,장내,1,AA+,2,crd_grd,1257,3-5년,Y,N,Y,derived:PRBD01N001
KR6029885FB8,장내,1,AA+,2,crd_grd,822,1-3년,Y,N,Y,derived:PRBD01N001
KR6029886FA8,장내,1,AA+,2,crd_grd,210,1년미만,Y,N,Y,derived:PRBD01N001
KR6019808EA7,장내,1,AA-,4,crd_grd,252,1년미만,Y,N,Y,derived:PRBD01N001
KR6019808F51,장내,1,AA-,4,crd_grd,643,1-3년,Y,N,Y,derived:PRBD01N001
KR6019808FC0,장내,1,AA-,4,crd_grd,301,1년미만,Y,N,Y,derived:PRBD01N001
KR6019809FC8,장내,1,AA-,4,crd_grd,454,1-3년,Y,N,Y,derived:PRBD01N001
KR6019809G42,장내,1,AA-,4,crd_grd,977,1-3년,Y,N,Y,derived:PRBD01N001
KR601980AF54,장내,1,AA-,4,crd_grd,829,1-3년,Y,N,Y,derived:PRBD01N001
KR601980DE11,장내,1,AA-,4,crd_grd,144,1년미만,Y,N,Y,derived:PRBD01N001
KR601980DFC3,장내,1,AA-,4,crd_grd,427,1-3년,Y,N,Y,derived:PRBD01N001
KR601980GF17,장내,1,AA-,4,crd_grd,699,1-3년,Y,N,Y,derived:PRBD01N001
KR60207R3G62,장내,1,AAA,1,crd_grd,485,1-3년,Y,N,Y,derived:PRBD01N001
KR60209KFG62,장내,1,AAA,1,crd_grd,400,1-3년,Y,N,Y,derived:PRBD01N001
KR60209W4G67,장내,1,AAA,1,crd_grd,679,1-3년,Y,N,Y,derived:PRBD01N001
KR6021962EB6,장내,1,AA-,4,crd_grd,255,1년미만,Y,N,Y,derived:PRBD01N001
KR6021963FB1,장내,1,AA-,4,crd_grd,264,1년미만,Y,N,Y,derived:PRBD01N001
KR6021963G57,장내,1,AA-,4,crd_grd,997,1-3년,Y,N,Y,derived:PRBD01N001
KR6021965F31,장내,1,AA-,4,crd_grd,570,1-3년,Y,N,Y,derived:PRBD01N001
KR6021965F56,장내,1,AA-,4,crd_grd,494,1-3년,Y,N,Y,derived:PRBD01N001
KR6021965FC4,장내,1,AA-,4,crd_grd,321,1년미만,Y,N,Y,derived:PRBD01N001
KR6021969E53,장내,1,AA-,4,crd_grd,201,1년미만,Y,N,Y,derived:PRBD01N001
KR602196CF76,장내,1,AA-,4,crd_grd,405,1-3년,Y,N,Y,derived:PRBD01N001
KR602196DF42,장내,1,AA-,4,crd_grd,615,1-3년,Y,N,Y,derived:PRBD01N001
KR602196EEC6,장내,1,AA-,4,crd_grd,203,1년미만,Y,N,Y,derived:PRBD01N001
KR602196KE77,장내,1,AA-,4,crd_grd,33,1년미만,Y,N,Y,derived:PRBD01N001
KR60228J5G89,장내,1,AAA,1,crd_grd,290,1년미만,Y,N,Y,derived:PRBD01N001
KR60228JGG87,장내,1,AAA,1,crd_grd,960,1-3년,Y,N,Y,derived:PRBD01N001
KR6023781FC3,장내,1,AA-,4,crd_grd,671,1-3년,Y,N,Y,derived:PRBD01N001
KR6023782G37,장내,1,AA-,4,crd_grd,308,1년미만,Y,N,Y,derived:PRBD01N001
KR6023782G60,장내,1,AA-,4,crd_grd,657,1-3년,Y,N,Y,derived:PRBD01N001
KR6023783EC2,장내,1,AA-,4,crd_grd,322,1년미만,Y,N,Y,derived:PRBD01N001
KR6023783G36,장내,1,AA-,4,crd_grd,522,1-3년,Y,N,Y,derived:PRBD01N001
KR6023783G77,장내,1,AA-,4,crd_grd,1053,1-3년,Y,N,Y,derived:PRBD01N001
KR6023784D95,장내,1,AA-,4,crd_grd,17,1년미만,Y,N,Y,derived:PRBD01N001
KR6023785D45,장내,1,AA-,4,crd_grd,594,1-3년,Y,N,Y,derived:PRBD01N001
KR6023785E93,장내,1,AA-,4,crd_grd,767,1-3년,Y,N,Y,derived:PRBD01N001
KR6023788F57,장내,1,AA-,4,crd_grd,553,1-3년,Y,N,Y,derived:PRBD01N001
KR6023789EC9,장내,1,AA-,4,crd_grd,483,1-3년,Y,N,Y,derived:PRBD01N001
KR101501DD54,장내,1,,,,649,1-3년,Y,N,Y,derived:PRBD01N001
KR101701D930,장내,1,,,,953,1-3년,Y,N,Y,derived:PRBD01N001
KR101701D997,장내,1,,,,1136,3-5년,Y,N,Y,derived:PRBD01N001
KR103501GF63,장내,1,,,,659,1-3년,Y,N,Y,derived:PRBD01N001
KR103502G693,장내,1,,,,3673,10년이상,Y,N,Y,derived:PRBD01N001
KR103502G768,장내,1,,,,293,1년미만,Y,N,Y,derived:PRBD01N001
KR103504GC97,장내,1,,,,5864,10년이상,Y,N,Y,derived:PRBD01N001
KR2001024C70,장내,1,,,,1075,1-3년,Y,N,Y,derived:PRBD01N001
KR2001024D46,장내,1,,,,1348,3-5년,Y,N,Y,derived:PRBD01N001
KR2001024E11,장내,1,,,,1624,3-5년,Y,N,Y,derived:PRBD01N001
KR2001024F10,장내,1,,,,1989,5-10년,Y,N,Y,derived:PRBD01N001
KR2001041FC7,장내,1,,,,1763,3-5년,Y,N,Y,derived:PRBD01N001
KR6023789F56,장내,1,AA-,4,crd_grd,735,1-3년,Y,N,Y,derived:PRBD01N001
KR6029693F82,장내,1,A+,5,crd_grd,738,1-3년,Y,N,Y,derived:PRBD01N001
KR6029694E90,장내,1,A+,5,crd_grd,399,1-3년,Y,N,Y,derived:PRBD01N001
KR6029696G70,장내,1,A+,5,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR6029699E46,장내,1,A+,5,crd_grd,227,1년미만,Y,N,Y,derived:PRBD01N001
KR6029781E37,장내,1,AA+,2,crd_grd,196,1년미만,Y,N,Y,derived:PRBD01N001
KR6029781E60,장내,1,AA+,2,crd_grd,139,1년미만,Y,N,Y,derived:PRBD01N001
KR6029785A78,장내,1,AA+,2,crd_grd,335,1년미만,Y,N,Y,derived:PRBD01N001
KR6029785F57,장내,1,AA+,2,crd_grd,1005,1-3년,Y,N,Y,derived:PRBD01N001
KR6029885D58,장내,1,AA+,2,crd_grd,669,1-3년,Y,N,Y,derived:PRBD01N001
KR6029886E23,장내,1,AA+,2,crd_grd,350,1년미만,Y,N,Y,derived:PRBD01N001
KR6029888DB7,장내,1,AA+,2,crd_grd,805,1-3년,Y,N,Y,derived:PRBD01N001
KR350802GE75,장내,1,AAA,1,crd_grd,1061,1-3년,Y,N,Y,derived:PRBD01N001
KR350804GDB8,장내,1,AAA,1,crd_grd,826,1-3년,Y,N,Y,derived:PRBD01N001
KR350805G3A6,장내,1,AAA,1,crd_grd,977,1-3년,Y,N,Y,derived:PRBD01N001
KR350903G727,장내,1,AAA,1,crd_grd,7477,10년이상,Y,N,Y,derived:PRBD01N001
KR351601GE27,장내,1,AAA,1,crd_grd,168,1년미만,Y,N,Y,derived:PRBD01N001
KR351602GD50,장내,1,AAA,1,crd_grd,636,1-3년,Y,N,Y,derived:PRBD01N001
KR351602GF82,장내,1,AAA,1,crd_grd,350,1년미만,Y,N,Y,derived:PRBD01N001
KR351603GE25,장내,1,AAA,1,crd_grd,178,1년미만,Y,N,Y,derived:PRBD01N001
KR351603GF81,장내,1,AAA,1,crd_grd,3274,5-10년,Y,N,Y,derived:PRBD01N001
KR351605GE98,장내,1,AAA,1,crd_grd,753,1-3년,Y,N,Y,derived:PRBD01N001
KR351605GF30,장내,1,AAA,1,crd_grd,3136,5-10년,Y,N,Y,derived:PRBD01N001
KR6029889F78,장내,1,AA+,2,crd_grd,322,1년미만,Y,N,Y,derived:PRBD01N001
KR101701DA30,장내,1,,,,1318,3-5년,Y,N,Y,derived:PRBD01N001
KR351606GF39,장내,1,AAA,1,crd_grd,584,1-3년,Y,N,Y,derived:PRBD01N001
KR351901GG63,장내,1,AAA,1,crd_grd,1748,3-5년,Y,N,Y,derived:PRBD01N001
KR352201GBA1,장내,1,AAA,1,crd_grd,47,1년미만,Y,N,Y,derived:PRBD01N001
KR352301GE85,장내,1,AAA,1,crd_grd,356,1년미만,Y,N,Y,derived:PRBD01N001
KR352301GEA3,장내,1,AAA,1,crd_grd,1167,3-5년,Y,N,Y,derived:PRBD01N001
KR352302GA39,장내,1,AAA,1,crd_grd,4960,10년이상,Y,N,Y,derived:PRBD01N001
KR352302GBA7,장내,1,AAA,1,crd_grd,9179,10년이상,Y,N,Y,derived:PRBD01N001
KR352302GFA8,장내,1,AAA,1,crd_grd,3351,5-10년,Y,N,Y,derived:PRBD01N001
KR352401GF42,장내,1,AA+,2,crd_grd,612,1-3년,Y,N,Y,derived:PRBD01N001
KR352402GBC1,장내,1,AA+,2,crd_grd,115,1년미만,Y,N,Y,derived:PRBD01N001
KR352501GEB6,장내,1,AAA,1,crd_grd,1181,3-5년,Y,N,Y,derived:PRBD01N001
KR352501GG40,장내,1,AAA,1,crd_grd,959,1-3년,Y,N,Y,derived:PRBD01N001
KR351603GD75,장내,1,AAA,1,crd_grd,699,1-3년,Y,N,Y,derived:PRBD01N001
KR351604GF72,장내,1,AAA,1,crd_grd,3266,5-10년,Y,N,Y,derived:PRBD01N001
KR351604GFB6,장내,1,AAA,1,crd_grd,3365,5-10년,Y,N,Y,derived:PRBD01N001
KR351605GE64,장내,1,AAA,1,crd_grd,301,1년미만,Y,N,Y,derived:PRBD01N001
KR351606GG46,장내,1,AAA,1,crd_grd,983,1-3년,Y,N,Y,derived:PRBD01N001
KR351901GF23,장내,1,AAA,1,crd_grd,2016,5-10년,Y,N,Y,derived:PRBD01N001
KR352202GC46,장내,1,AAA,1,crd_grd,230,1년미만,Y,N,Y,derived:PRBD01N001
KR352401GE92,장내,1,AA+,2,crd_grd,378,1-3년,Y,N,Y,derived:PRBD01N001
KR352701G590,장내,1,AAA,1,crd_grd,3307,5-10년,Y,N,Y,derived:PRBD01N001
KR352701G723,장내,1,AAA,1,crd_grd,3825,10년이상,Y,N,Y,derived:PRBD01N001
KR352701GE16,장내,1,AAA,1,crd_grd,158,1년미만,Y,N,Y,derived:PRBD01N001
KR352701GE65,장내,1,AAA,1,crd_grd,1034,1-3년,Y,N,Y,derived:PRBD01N001
KR352702GFA9,장내,1,AAA,1,crd_grd,794,1-3년,Y,N,Y,derived:PRBD01N001
KR352703GE97,장내,1,AAA,1,crd_grd,770,1-3년,Y,N,Y,derived:PRBD01N001
KR353602DDC8,장내,1,AAA,1,crd_grd,132,1년미만,Y,N,Y,derived:PRBD01N001
KR353602GFA0,장내,1,AAA,1,crd_grd,798,1-3년,Y,N,Y,derived:PRBD01N001
KR353603GE13,장내,1,AAA,1,crd_grd,157,1년미만,Y,N,Y,derived:PRBD01N001
KR354205G848,장내,1,AAA,1,crd_grd,4267,10년이상,Y,N,Y,derived:PRBD01N001
KR354301G951,장내,1,AA+,2,crd_grd,1004,1-3년,Y,N,Y,derived:PRBD01N001
KR354301GE73,장내,1,AA+,2,crd_grd,337,1년미만,Y,N,Y,derived:PRBD01N001
KR354301GF72,장내,1,AA+,2,crd_grd,335,1년미만,Y,N,Y,derived:PRBD01N001
KR354302GE72,장내,1,AA+,2,crd_grd,1068,1-3년,Y,N,Y,derived:PRBD01N001
KR354403GA82,장내,1,AAA,1,crd_grd,1447,3-5년,Y,N,Y,derived:PRBD01N001
KR354403GEC1,장내,1,AAA,1,crd_grd,288,1년미만,Y,N,Y,derived:PRBD01N001
KR352503GG89,장내,1,AAA,1,crd_grd,1096,3-5년,Y,N,Y,derived:PRBD01N001
KR352504GE64,장내,1,AAA,1,crd_grd,1039,1-3년,Y,N,Y,derived:PRBD01N001
KR352601GE82,장내,1,AAA,1,crd_grd,6,1년미만,Y,N,Y,derived:PRBD01N001
KR352701GB43,장내,1,AAA,1,crd_grd,1711,3-5년,Y,N,Y,derived:PRBD01N001
KR352701GE24,장내,1,AAA,1,crd_grd,178,1년미만,Y,N,Y,derived:PRBD01N001
KR352701GG89,장내,1,AAA,1,crd_grd,1078,1-3년,Y,N,Y,derived:PRBD01N001
KR352702GC66,장내,1,AAA,1,crd_grd,9418,10년이상,Y,N,Y,derived:PRBD01N001
KR353201GG66,장내,1,AA+,2,crd_grd,1025,1-3년,Y,N,Y,derived:PRBD01N001
KR353601GG21,장내,1,AAA,1,crd_grd,903,1-3년,Y,N,Y,derived:PRBD01N001
KR353602DE66,장내,1,AAA,1,crd_grd,313,1년미만,Y,N,Y,derived:PRBD01N001
KR353602DG15,장내,1,AAA,1,crd_grd,894,1-3년,Y,N,Y,derived:PRBD01N001
KR354403GF38,장내,1,AAA,1,crd_grd,202,1년미만,Y,N,Y,derived:PRBD01N001
KR354403GG37,장내,1,AAA,1,crd_grd,932,1-3년,Y,N,Y,derived:PRBD01N001
KR354404G8B0,장내,1,AAA,1,crd_grd,4470,10년이상,Y,N,Y,derived:PRBD01N001
KR354404G987,장내,1,AAA,1,crd_grd,1084,1-3년,Y,N,Y,derived:PRBD01N001
KR354405GD46,장내,1,AAA,1,crd_grd,1325,3-5년,Y,N,Y,derived:PRBD01N001
KR354405GE94,장내,1,AAA,1,crd_grd,20,1년미만,Y,N,Y,derived:PRBD01N001
KR354406GBB2,장내,1,AAA,1,crd_grd,90,1년미만,Y,N,Y,derived:PRBD01N001
KR354406GC46,장내,1,AAA,1,crd_grd,961,1-3년,Y,N,Y,derived:PRBD01N001
KR354406GG42,장내,1,AAA,1,crd_grd,3517,5-10년,Y,N,Y,derived:PRBD01N001
KR354406GG59,장내,1,AAA,1,crd_grd,995,1-3년,Y,N,Y,derived:PRBD01N001
KR354407G386,장내,1,AAA,1,crd_grd,718,1-3년,Y,N,Y,derived:PRBD01N001
KR354407G493,장내,1,AAA,1,crd_grd,1124,3-5년,Y,N,Y,derived:PRBD01N001
KR353602GF39,장내,1,AAA,1,crd_grd,567,1-3년,Y,N,Y,derived:PRBD01N001
KR353602GG61,장내,1,AAA,1,crd_grd,956,1-3년,Y,N,Y,derived:PRBD01N001
KR353603DG63,장내,1,AAA,1,crd_grd,1774,3-5년,Y,N,Y,derived:PRBD01N001
KR353603GF46,장내,1,AAA,1,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR354202G7B6,장내,1,AAA,1,crd_grd,453,1-3년,Y,N,Y,derived:PRBD01N001
KR354301GG14,장내,1,AA+,2,crd_grd,511,1-3년,Y,N,Y,derived:PRBD01N001
KR354302GF30,장내,1,AA+,2,crd_grd,574,1-3년,Y,N,Y,derived:PRBD01N001
KR354401GD81,장내,1,AAA,1,crd_grd,713,1-3년,Y,N,Y,derived:PRBD01N001
KR354404GBC5,장내,1,AAA,1,crd_grd,104,1년미만,Y,N,Y,derived:PRBD01N001
KR354404GEA3,장내,1,AAA,1,crd_grd,238,1년미만,Y,N,Y,derived:PRBD01N001
KR354404GG85,장내,1,AAA,1,crd_grd,716,1-3년,Y,N,Y,derived:PRBD01N001
KR354405G935,장내,1,AAA,1,crd_grd,4582,10년이상,Y,N,Y,derived:PRBD01N001
KR354407G626,장내,1,AAA,1,crd_grd,1628,3-5년,Y,N,Y,derived:PRBD01N001
KR354407G675,장내,1,AAA,1,crd_grd,1782,3-5년,Y,N,Y,derived:PRBD01N001
KR354407GD85,장내,1,AAA,1,crd_grd,1451,3-5년,Y,N,Y,derived:PRBD01N001
KR354408G4B5,장내,1,AAA,1,crd_grd,2999,5-10년,Y,N,Y,derived:PRBD01N001
KR354408G558,장내,1,AAA,1,crd_grd,3186,5-10년,Y,N,Y,derived:PRBD01N001
KR354408G574,장내,1,AAA,1,crd_grd,3242,5-10년,Y,N,Y,derived:PRBD01N001
KR354408GC28,장내,1,AAA,1,crd_grd,3827,10년이상,Y,N,Y,derived:PRBD01N001
KR354408GD27,장내,1,AAA,1,crd_grd,4191,10년이상,Y,N,Y,derived:PRBD01N001
KR3544097339,장내,1,AAA,1,crd_grd,2397,5-10년,Y,N,Y,derived:PRBD01N001
KR354409G7A9,장내,1,AAA,1,crd_grd,432,1-3년,Y,N,Y,derived:PRBD01N001
KR354409GB51,장내,1,AAA,1,crd_grd,9025,10년이상,Y,N,Y,derived:PRBD01N001
KR354409GC92,장내,1,AAA,1,crd_grd,4055,10년이상,Y,N,Y,derived:PRBD01N001
KR354405GCC0,장내,1,AAA,1,crd_grd,1206,3-5년,Y,N,Y,derived:PRBD01N001
KR354405GG76,장내,1,AAA,1,crd_grd,1781,3-5년,Y,N,Y,derived:PRBD01N001
KR354406G6A4,장내,1,AAA,1,crd_grd,47,1년미만,Y,N,Y,derived:PRBD01N001
KR354406G7C8,장내,1,AAA,1,crd_grd,474,1-3년,Y,N,Y,derived:PRBD01N001
KR354406G834,장내,1,AAA,1,crd_grd,566,1-3년,Y,N,Y,derived:PRBD01N001
KR354406GG26,장내,1,AAA,1,crd_grd,3460,5-10년,Y,N,Y,derived:PRBD01N001
KR354407G873,장내,1,AAA,1,crd_grd,2522,5-10년,Y,N,Y,derived:PRBD01N001
KR354407G964,장내,1,AAA,1,crd_grd,2854,5-10년,Y,N,Y,derived:PRBD01N001
KR354407GE27,장내,1,AAA,1,crd_grd,2726,5-10년,Y,N,Y,derived:PRBD01N001
KR354408G483,장내,1,AAA,1,crd_grd,2929,5-10년,Y,N,Y,derived:PRBD01N001
KR354408G4C3,장내,1,AAA,1,crd_grd,3027,5-10년,Y,N,Y,derived:PRBD01N001
KR354408G756,장내,1,AAA,1,crd_grd,3921,10년이상,Y,N,Y,derived:PRBD01N001
KR354410GD98,장내,1,AAA,1,crd_grd,9877,10년이상,Y,N,Y,derived:PRBD01N001
KR354410GE48,장내,1,AAA,1,crd_grd,6451,10년이상,Y,N,Y,derived:PRBD01N001
KR354412G964,장내,1,AAA,1,crd_grd,1039,1-3년,Y,N,Y,derived:PRBD01N001
KR354412GF45,장내,1,AAA,1,crd_grd,10471,10년이상,Y,N,Y,derived:PRBD01N001
KR354413GAB0,장내,1,AAA,1,crd_grd,8854,10년이상,Y,N,Y,derived:PRBD01N001
KR354413GF93,장내,1,AAA,1,crd_grd,757,1-3년,Y,N,Y,derived:PRBD01N001
KR354413GG76,장내,1,AAA,1,crd_grd,2519,5-10년,Y,N,Y,derived:PRBD01N001
KR354414GA63,장내,1,AAA,1,crd_grd,299,1년미만,Y,N,Y,derived:PRBD01N001
KR354415G5A5,장내,1,AAA,1,crd_grd,1524,3-5년,Y,N,Y,derived:PRBD01N001
KR354415GC45,장내,1,AAA,1,crd_grd,972,1-3년,Y,N,Y,derived:PRBD01N001
KR354415GE27,장내,1,AAA,1,crd_grd,6392,10년이상,Y,N,Y,derived:PRBD01N001
KR602988BF79,장내,1,AA+,2,crd_grd,690,1-3년,Y,N,Y,derived:PRBD01N001
KR354408G947,장내,1,AAA,1,crd_grd,4610,10년이상,Y,N,Y,derived:PRBD01N001
KR354409GB44,장내,1,AAA,1,crd_grd,8990,10년이상,Y,N,Y,derived:PRBD01N001
